Author/s,Title,Publication Year,Lens ID,DOI,Citing Works Count
T P Emelyanova; D A Shmidt,Social Representations of the Marriage Partner: a Generational Approach,2021,116-542-054-642-803,10.17759/sps.2021120109,4
E.V. Gavrilova,Individual differences in foreign language aptitude and its relation to fluid and crystallized intelligence,2018,117-027-491-880-754,10.17759/jmfp.2018070202,2
K.A. Palkin,Value components in the psychological structure of the personality of a volunteer,2019,117-090-857-432-262,10.17759/jmfp.2019080109,2
И А Котляр,"Опыт исследования структуры отношения к ребенку у русскоязычных и немецкоязычных родителей, проживающих в Германии",2017,117-221-127-234-739,10.17759/jmfp.2017060207,0
N.N. Tolstykh,Foreword by the Editor,2019,117-501-649-512-878,10.17759/sps.2019100201,0
A.V. Sechko,Burnout in the stress system of aviation professionals,2021,117-890-779-368-984,10.17759/jmfp.2021100110,6
O E Khukhlaev; O S Pavlova,“I Know that I don’t Know Anything”. Socio-Cognitive Antecedents of the Radicalization,2021,118-215-374-241-667,10.17759/sps.2021120307,4
I G Skotnikova; S P Bolshakova; K V Vorob’ev; Y I Grishchenko,Adaptation of J. Kagan’s Reflection—Impulsivity test to be a predictor of a person’s attitude towards work protecting demands,2018,118-416-705-719-567,10.17759/exppsy.2018110310,0
И.Н. Погожина,Модели взаимосвязи обучения и развития психики в культурно-историческом и деятельностном подходах,2016,118-440-518-043-40X,10.17759/psyedu.2016080302,3
null Gulina,“Driving To Unknown” – Teaching Counselling Psychology At Universities,2017,118-452-023-414-000,10.17759/cpp.2017250307,1
N B Florova;T V Ermolova,Motivation for Learning and Performance. Review of Monograph by Bobby Hoffman,2019,118-734-372-997-350,10.17759/jmfp.2019080202,0
D.A. Khoroshilov,Social Cognition in the Mirrors of «Cognitive Revolutions»,2017,118-824-499-866-605,10.17759/sps.2017080405,3
T.E. Sizikova; V.T. Kudryavtsev,Scheme of Lev Vygotsky's Theory. Part 2,2023,118-829-716-971-085,10.17759/chp.2023190303,2
E P Belinskaya,"The principle of situationism in modern social psychology. Review of the book by T. Gilovich and L. Ross ""The Science of wisdom"". Moscow: Individual, 2019. 368 p.",2019,119-208-696-453-639,10.17759/sps.2019100113,0
T A Yudina; S V Alekhina,Age Dynamics of Social Situation of Development in Elementary School Students in Inclusive Education,2021,119-364-734-329-204,10.17759/chp.2021170317,3
A.B. Kholmogorova,From the Editor,2022,119-370-306-213-468,10.17759/cpp.2022300201,0
A V Pogodina,Drivers and pedestrians of the metropolis in each other’s views,2018,119-433-279-758-950,10.17759/sps.2018090403,0
E.Y. Davydova; E.V. Khilkevich; A.V. Khaustov; D.V. Davydov; A.B. Sorokin,Inclusive Environment for Working with Children with ASD Organisation Problems in Different Types of Museums,2021,119-460-996-230-482,10.17759/cpp.2021290406,4
Т А Басилова; Е А Малхасьян,"Вопреки всем преградам, воздвигнутым самой природой",2019,119-616-752-313-722,10.17759/cpse.2019080210,0
Pascal Moliner;Inna Bovina,"ON SERGE MOSCOVICI’S 95TH ANNIVERSARY: THE THEORY OF SOCIAL REPRESENTATIONS - HISTORY, POSTULATES AND DISSEMINATION",2020,119-856-085-840-934,10.22363/2313-1683-2020-17-3-542-553,6
T A Yudina; S V Alekhina,Studies on the problems of social and educational inclusion of persons with intellectual impairments,2015,120-048-014-148-617,10.17759/jmfp.2015040205,5
A.M. Shcherbakova; N.S. Lykova,Экспериментальное изучение особенностей морально-нравственных представлений и морально-нравственной регуляции поведения детей с интеллектуальной недостаточностью,2020,120-072-967-769-56X,10.17759/cpse.2020090211,1
N A Polskaya; A.Yu. Razvaliaeva,Interpersonal sensitivity in the period of self-isolation and its role in the choice of social distancing measures,2020,120-222-901-828-96X,10.17759/pse.2020250606,13
N.N. Tolstykh,Foreword by the Editor,2021,120-587-627-801-984,10.17759/sps.2021120101,0
V.K. Zaretsky,Некоторые соображения по статье Н.Б. Савинкиной «Непроизвольное запоминание при обучении иностранному языку по Методу активизации. Практический опыт»,2016,120-655-803-200-574,10.17759/cpp.2016240209,0
T.V. Zhuravleva; S N Enikolopov;Dvoryanchikov; Y A Bubeev,Adaptation of the research methods suicidal behavior on selection of persons with attempts of self-murder,2018,121-445-662-609-405,10.17759/jmfp.2018070309,2
Andrei V. Abramov; Vardan E. Bagdasaryan; Stanislav O. Byshok; Sergei V. Volodenkov; Dmitry G. Evstafiev; Vladimir G. Egorov; Natal'ya A. Komleva; Natal'ya S. Kramarenko; Andrei V. Manoilo; Oleg M. Mikhailenok; Anatoly I. Petrenko; Vyacheslav F. Prokofiev,ПАНДЕМИЯ COVID-19: КОНЕЦ ПРИВЫЧНОГО МИРА?,2020,121-540-402-081-419,10.18384/2224-0209-2020-2-1001,8
Н С Смирнова;Dvoryanchikov,"Исследование манипулятивных стратегий воздействия, реализуемых тоталитарными сектами посредством сети Интернет",2015,121-572-235-602-390,10.17759/psylaw.2015100202,1
L Y Demidova;Dvoryanchikov,Understanding of Emotional States in Persons with Pedophilia / Pedophilic Disorder,2018,121-865-850-906-942,10.17759/cpse.2018070305,1
N.V. Zvereva,In the memory of Vladimir Anatolyevich Uryvaev (11.02.1954–20.03.2022),2022,122-236-149-280-480,10.17759/cpse.2022110110,0
В В Плакунова; А.Ш. Тхостов; М В Алфимова,Модификация задачи «Приложение усилий для получения вознаграждения» (EEfRT) для изучения мотивации больных шизофренией,2019,122-430-369-477-76X,10.17759/cpse.2019080409,2
O.V. Glukhova; S V Volikova; Y.V. Zaretsky;V.K. Zaretsky,The Results of a Longitudinal Diagnostic Study on the Project «Chess for Overall Development»,2022,123-388-446-969-515,10.17759/cpp.2022300404,7
T V Doronina; A. E. Okulova; E V Arcishevskaya,Perceived Stress and Coping Strategies of Healthcare Workers in the Context of the COVID-19 Pandemic,2021,124-078-827-783-725,10.17759/cpse.2021100305,5
M.A. Vetrova; A.O. Vetrov,Children with severe multiple disabilities: review of foreign literature,2022,124-120-133-920-47X,10.17759/jmfp.2022110209,4
A V Zhelyabin,Category of Development in the Context of Modern Psychotechnics,2014,124-482-795-837-307,10.17759/psyedu.2014060419,2
Н А Польская; А Ю Разваляева,The development of the «emotion dysregulation» questionnaire,2017,124-608-568-786-31X,10.17759/cpp.2017250406,13
E I Isaev; S G Kosaretsky; A M Mikhailova,"Зарубежный опыт профилактики и преодоления школьной неуспеваемости у детей, воспитывающихся в семьях с низким социально-экономическим статусом",2019,124-682-999-629-661,10.17759/jmfp.2019080101,8
И Б Бовина;Dvoryanchikov; С В Будыкин,Информационная безопасность детей и подростков в понимании родителей и учителей (Часть 1. Постановка проблемы),2015,124-781-857-354-15X,10.17759/psylaw.2015050301,5
Galina U. Soldatova; E.Y. Nikonova; A.G. Koshevaya; A.V. Trifonova,Media multitasking: from cognitive functions to digital,2020,125-010-671-982-810,10.17759/jmfp.2020090401,9
V M Pozdnyakov; K.A. Khrushkova,Methodological and Theoretical Guidelines for the Study of Learned Helplessness in Convicts with Long Terms of Serving Criminal Sentences,2022,125-159-885-875-370,10.17759/psylaw.2022120313,0
E. Pleshakova; N. Ivashchuk; A P Makurina,Psychological risk factors of social maladjustment and protective factors in alcohol-dependent women,2015,125-222-133-908-028,10.17759/psylaw.2015100206,1
Andrey A. Titov,Thinking as a process and as an activity: Analysis of philosophical and psychological research of thinking,2020,125-248-007-355-106,10.31862/2500-297x-2020-1-180-197,5
Н.Е. Веракса; Н.Н. Вересов;А.Н. Веракса; В.Л. Сухих,Modern Problems of Children's Play: Cultural-Historical Context,2020,125-551-757-596-39X,10.17759/chp.2020160307,13
Н.С. Бурлакова; Ю.Н. Федорова,Метод формулирования случая в практико-ориентированном исследовании,2016,125-675-905-091-33X,10.17759/cpp.2016240108,4
Z V Lukovtseva,“Illness Representations in COVID-19”: Somatoperception During a Pandemic,2021,125-707-980-451-204,10.17759/cpse.2021100304,0
Y.E. Kurtanova; Yu.A. Burdukova;A.M. Shcherbakova; V.D. Shchukina; A.A. Ivanova,Social adaptation of children with cancer after prolonged treatment,2020,126-048-222-717-974,10.17759/jmfp.2020090312,5
A.V. Koteneva; T. Etrivanova,Life Values and Biopsychological Age of Law Enforcement Officers,2022,126-092-679-002-061,10.17759/psylaw.2022120403,3
V.L. Sokolov,Simulation of Teaching Activities in the Training of Bachelors in Psychological-Pedagogical Direction,2018,126-407-687-088-241,10.17759/psyedu.2018100113,2
E I Donii,Social Interactions of Gifted Children in Homogeneous and Heterogeneous Environments,2018,126-846-136-034-196,10.17759/jmfp.2018070206,0
V N Bochkova;N V Meshkova,Emotional intelligence and social interaction: foreign studies,2018,126-864-593-385-265,10.17759/jmfp.2018070205,17
A.V. Petukhova; M. Kovyazina,The Vygotsky–Sakharov Method for Concept Learning. Approbation in a Healthy Sample,2021,127-048-878-298-852,10.17759/cpse.2021100411,0
В А Лютых; И Н Коноплева,"Индивидуально-психологические особенности личности сотрудников правоохранительных органов, осужденных за совершение преступлений",2016,127-403-666-399-321,10.17759/psylaw.2016060210,4
E.V. Samsonova; V. Gorbunova,Resource Support for Educational Organizations in the Implementation Of Inclusive Education (the Experience of the Educational Organizations of the New Moscow District),2017,127-482-891-752-601,10.17759/cpse.2017060305,2
O I Ivanova;O R Busarova,Features of Coping Strategies of Older Adolescents from Single-Parent Families,2020,127-842-930-187-85X,10.17759/psylaw.2020100109,3
N V Kochetkov,"Book Review. Kondratiev M.Y. “Domestic Professional Psychological Community. The Portrait of a Generation: Personalities, Events, Issues”",2015,127-936-338-004-054,10.17759/cpse.2015040407,0
T D Karyagina,Scientific Heritage of F.Ye. Vasilyuk: From Psychological Counseling to Counseling Psychology,2019,128-669-136-413-987,10.17759/chp.2019150101,3
Andrey V. Milekhin; Irina B. Umnyashova; Igor Egorov,Psychological and Educational Prerequisites for Primary Prevention of Drug Addiction among Students,2020,128-740-170-266-430,10.17759/psylaw.2020100408,3
null Kovyazina; K A Fomina,Neuropsychological potential of the method of «fixed set» of D.N. Uznadze,2016,128-880-461-062-74X,10.17759/exppsy.2016090308,3
Ю А Бурдукова; О С Алексеева,The Function of Planning in Children with a History of Neuro-Oncological Disease,2016,128-961-219-168-727,10.17759/cpse.2016050404,3
А Б Теплова; В А Чернушевич,Коррекционно-профилактический потенциал традиционной игры (планирование экспериментального исследования),2019,129-015-361-071-702,10.17759/psylaw.2019090321,5
Ф.Е. Василюк,Христианская психология: «история» и «география». Статья 2. Разметка пространства,2015,129-022-416-783-113,10.17759/cpp.2015230504,0
E O Smirnova; E.E. Klopotova,Psychologization of preschool education in the works of O.M. Dyachenko (to the 70th anniversary of the birth),2018,129-110-730-377-463,10.17759/chp.2018140212,0
Alexey K. Kovalev; Yu. M. Kuznetsova; M.Y. Penkina; Maxim Stankevich; N. V. Chudova,Possibilities of automatic text analysis in the task of determining the psychological characteristics of the author,2020,129-313-585-695-982,10.17759/exppsy.2020130111,2
N N Avdeeva,At the Origins of Personality,2017,129-543-469-306-672,10.17759/chp.2017130106,1
Tatjana I. Shulga;Dvoryanchikov,Adolescents' Perceptions of Deviant Behavior,2020,129-707-661-385-671,10.17759/psylaw.2020100312,5
Z V Lukovtseva,Насилие на стадии свиданий в подростковых парах: обзор зарубежных исследований,2017,129-718-941-910-374,10.17759/psylaw.2017070404,1
V L Malygin; Y A Merkurieva,Differentiated Intervention Model for Internet Addiction in Adolescents,2020,130-154-845-093-671,10.17759/cpp.2020280309,4
Tamara O. Gordeeva; Гордеева Т О; Maria V. Lunkina; Лункина М В,"WAY OF MAINTAINING THE SELF-RESPECT AS PREDICTOR OF LIFE SATISFACTION, ACADEMIC MOTIVATION AND PERSISTENCE IN ADOLESCENTS",2017,130-455-918-576-711,10.22363/2313-1683-2017-14-4-413-426,1
J.Y. Kurtanova,The Possibilities of Psychological Rehabilitation of Patients with Primary Lymphedema,2016,130-754-385-215-242,10.17759/cpse.2016050409,2
L.N. Suchorukova; E I Isaev,Культурно-исторические основания содержания общего биологического образования,2020,131-083-306-884-694,10.17759/pse.2020250301,0
M.Y. Sachkova; E.B. Berezina;Dvoryanchikov;Inna Bovina,Norms and Their Violation: From Scientific to Lay Thinking. An Exploratory Study from a Sample of Young Russian Adults,2021,131-244-807-434-629,10.17759/chp.2021170414,1
Е.И. Первичко; Ольга Валентиновна Митина; О.Б. Степанова; Ю.Е. Конюховская; Е.А. Дорохов,Восприятие COVID-19 населением России в условиях пандемии 2020 года,2020,131-571-405-483-282,10.17759/cpse.2020090206,21
B.G. Meshcheryakov; L.F. Obukhova,Report on a Scientific Trip to Brazil,2007,131-779-177-505-584,10.17759/chp.2007030414,0
T V Snegireva; S V Volikova,Attachment quality in adolescents with non-suicidal self-injury,2020,131-906-942-858-811,10.17759/jmfp.2020090406,3
A A Chepeliuk; M G Vinogradova,The Use of Visual Perceptual Tasks for Study of Cognitive Processes in Anankastic Personality Disorder and Pseudoneurotic Schizophrenia,2018,132-303-211-881-536,10.17759/cpse.2018070311,0
D.V. Melnikova,Psychologist's Participation in Deciding whether to Recommend a Convict for a Conditional Release,2022,132-973-132-712-040,10.17759/psylaw.2022120103,1
D B Bogoyavlenskaya; Sergei Artemenkov; E S Joukova,Longitudinal Study on the Development of Giftedness,2021,133-012-024-020-956,10.17759/exppsy.2021140309,7
N.V. Murashcenkova; V.V. Gritsenko; N.V. Kalinina; M.N. Efremenkova; E.V. Kulesh; V.V. Konstantinov; S.D. Gurieva; A.Y. Malenova,"Ethnic, Civic, and Global Identities as Predictors of Emigration Activity of Student Youth in Belarus, Kazakhstan, and Russia",2022,133-066-409-682-938,10.17759/chp.2022180314,6
V.K. Zaretsky;A.B. Kholmogorova; L.S. Pechnikova,Interview with V.V. Nikolaeva: All of Us Used to Follow the Cultural-Historical Tradition,2022,133-267-852-152-481,10.17759/cpp.2022300410,0
A.Yu. Shemanov;E.V. Samsonova; Y.A. Bystrova; E.N. Kutepova,An Approach to Assessing the Features of a Tutor's Professional Competence in an Inclusive Education: A Pilot Study,2022,134-248-751-374-563,10.17759/cpse.2022110410,6
A.A. Bochaver; A V Zhilinskaya; K D Khlomov,Перспективы современных подростков в контексте жизненной траектории,2016,134-517-692-809-653,10.17759/jmfp.2016050204,11
Alexander Romashchuk; Valeria Lukianova,The Effect of Coherence Level and Assumption Form on the Wason Selection Task Solution,2024,135-112-410-691-10X,10.17323/1813-8918-2024-2-366-386,0
Е Г Дозорцева; Д С Ошевский; К В Сыроквашина,"Психологические, социальные и информационные аспекты нападений несовершеннолетних на учебные заведения",2020,135-115-564-965-55X,10.17759/psylaw.2020100208,15
Khaperskaia A.Yu.; C Şensin,Learning difficulties of migrant children in Italy,2019,135-214-284-728-684,10.17759/jmfp.2019080106,2
I B Umnyashova,Psychological and pedagogical Expertise in Education: Main Areas and Approaches,2017,135-383-231-846-641,10.17759/pse.2017220301,4
Anastasia Yakushina; Sergey Leonov; Diana Pshenichnyuk; Evgeny Sedogin; Irina Polikanova,"Psychological Self-Regulation and Its Importance for the Intrinsic Motivation, Psychological Well-Being and Performance in Sport",2024,136-261-053-539-18X,10.17323/1813-8918-2024-1-167-183,1
D P Shamrova; A V Tikhomirova; T G Podushkina,System analysis of evidencesof the impact of child involvement in evaluating social programs on their psychological development,2016,136-426-181-763-517,10.17759/jmfp.2016050205,1
N.V. Putintseva; N.V. Vlasova,"Rehabilitation Program ""Circle of Community"" in the Prevention of Deviant Behavior in Adolescents in the Center for the Promotion of Family Education",2021,136-709-941-218-483,10.17759/bppe.2021180301,2
A A Shvedovskaya;N V Meshkova,Bibliometric Analysis of the Journal “Cultural-Historical Psychology”,2016,136-892-071-775-486,10.17759/chp.2016120112,3
T.V. Kornilova,Latent Profiles of Personality and Decision Making Regulation Styles,2022,136-933-655-179-192,10.17759/cpp.2022300208,0
Ю М Забродин; Е И Метелькова;В В Рубцов,Conception and Organizational and Structural Models of Psychological Service in Education,2016,137-530-958-281-91X,10.17759/psyedu.2016080301,11
С.О. Хрущев; Д.Э. Выборных; Е.И. Рассказова; А.Ш. Тхостов; В.Г. Савченко,Увлеченность работой и благополучие при работе в клинике тяжелых соматических заболеваний: роль личностных особенностей у врачей- клиницистов и сотрудников лабораторий,2021,137-535-417-194-752,10.17759/exppsy.2021140109,0
Tamara O. Gordeeva; Oleg A. Sychev; Evgeny Osin,Диагностика оптимизма: детский опросник оптимистического стиля объяснения успехов и неудач,2017,137-574-279-264-223,10.17759/chp.2017130206,7
А. А. Парахони; А А Васютина; В Г Булыгина,"Особенности эмоционального интеллекта и внутрисемейных эмоциональных коммуникаций у лиц, совершивших сексуальные ООД",2015,137-928-840-315-846,10.17759/psylaw.2015100205,0
O. Srebrodolsky; A. Popovich,Implementation of project methods in the process of legal education of bachelor students,2019,137-949-269-176-500,10.31862/2500-297x-2019-3-117-125,0
Inna Pyatibratova; Madina Khudysheva,Applying group methods to work with students MSTU Baumana.,2021,138-056-570-200-918,10.51233/2413-6522-2021-44-48,2
А Ю Шеманов; А С Екушевская,Formation of inclusive culture in the implementation of inclusive education: challenges and achievements,2018,138-875-905-890-172,10.17759/jmfp.2018070103,3
E.Y. Davydova; A.B. Sorokin; D.V. Davydov; S.A. Tyushkevich; A.V. Khaustov,Towards the evidence-based approach: Presentation guideline for a practice used in ASD,2022,139-112-982-662-270,10.17759/cpse.2022110411,1
N.G. Garanyan; A.V. Sharapova,Workplace Anxiety: The Role of Social Comparison Strategies,2022,139-514-518-395-975,10.17759/cpp.2022300407,0
A V Zhelyabin,Psychotechnical concept of personality: formulation of the problem,2016,139-681-492-300-306,10.17759/cpp.2016240207,0
V V Barabanova; E B Fantalova,Features of Emotional and Personal Spheres in Patients with Voice Disorders,2016,140-113-026-950-643,10.17759/cpse.2016050403,1
A.D. Tikhonova; B.G. Bovin;Inna Bovina,Radicalisation: A Social Psychological Perspective (Part II),2020,140-595-097-872-317,10.17759/psylaw.2020100415,1
A.M. Shcherbakova; E.S. Vinogradova,Transition from school to employment for young people with disabilities in EU and US,2024,140-637-782-642-811,10.17759/jmfp.2023120406,0
Valentina Gritsenko; O S Pavlova; Natalya V. Tkachenko; Shushanik A. Usubian;O E Khukhlaev; V A Shorokhova,The analysis of foreign empirical models of intercultural competence and methods for its evaluation (Part 2),2020,140-861-246-509-300,10.17759/jmfp.2020090310,3
A N Sidneva,The Learning to Learn Problem in Russian Educational Psychology: Main Approaches,2017,140-865-030-749-768,10.17759/pse.2017220605,2
V V Rubtsov,Sociogenesis of Joint Action: Mutual Understanding between Individuals as a Precondition for Understanding Things. Interview (Carried out by V.T. Kudryavtsev),2018,140-950-184-953-16X,10.17759/chp.2018140413,10
S B Efremov,Нейросетевая модель распознавания стратегий вождения и взаимодействия водителей в условиях дорожного трафика,2018,141-480-805-884-05X,10.17759/sps.2018090413,1
R. R. Gasanova,Методологические проблемы изучения персональных траекторий образования в педагогической психологии,2021,141-665-937-218-631,10.20913/2618-7515-2020-4-10,4
E. L. Kovaleva,Coping Strategies in People with Disability and Differences in Level of Role Victimization,2016,141-816-494-236-982,10.17759/cpse.2016050407,2
М Г Никитская,Исследования целей достижения и направленности в контексте учебной мотивации,2019,142-122-534-277-771,10.17759/jmfp.2019080203,5
А О Бурцев; М Н Дашко; Н В Ефимкина,Research on Management Capacity Components of Heads of Territorial Bodies of the Ministry of Internal Affairs of Russia,2020,142-851-580-256-461,10.17759/psylaw.2020100101,0
V.K. Zaretsky;T D Karyagina;A.B. Kholmogorova,Life and Creative Work of Fyodor Vasilyuk: Overcoming the Schism in Academic and Practical Psychology,2018,142-933-129-059-681,10.17759/chp.2018140412,3
V.G. Tylets; T.M. Krasnyanskaya,DEVELOPMENT OF PSYCHOLOGY OF CORPORATIVE SECURITY IN MODERN RUSSIAN SCIENCE,2021,142-961-362-299-436,10.38098/ipran.sep_2021_23_3_09,1
N A Polskaya,Risk Factors and Approaches to Preventing Self-Injurious Behavior in Adolescents,2018,143-616-683-121-718,10.17759/cpse.2018070201,7
A.V. Sechko,Psychological conditions for the prevention of recidivism,2020,144-738-005-905-574,10.17759/jmfp.2020090109,2
Е.Т. Соколова; Д.А. Хорошилов,Глубинная герменевтика в визуальном анализе (на примере фильма В. Аллена «Зелиг»),2018,145-187-971-675-512,10.17759/sps.2018090312,1
Z.M. Glozman; A.A. Naumova; A.A. Naumova,Generations Attitudes from the Point of View of a Modern Primary School Age Child,2022,145-547-266-969-853,10.17759/chp.2022180109,0
L S Kuravsky; G A Yuryev; P V Scribtsov; null Chervonenkis; A A Konstantinovsky; A A Shevchenko; S S Isakov,Quantitative criteria for recognizing the incorrect behavior of computer network users,2018,145-678-720-577-121,10.17759/exppsy.2018110302,0
Inna Bovina; B.G. Bovin,Нормы и их нарушение: классические и современные исследования,2021,145-799-791-515-674,10.17759/jmfp.2021100302,2
O V Zaretskaya,Computer and Internet Addiction: Analysis and Classification of Approaches,2017,146-122-385-283-718,10.17759/psyedu.2017090213,9
M V Ermolaeva; D V Lubovsky,School Transitions: Assessing Metasubjective and Personality-Related Learning Outcomes in Students,2019,146-161-658-350-552,10.17759/pse.2019240106,2
А В Дегтярев; Е А Галкина,Личность и эмоциональная сфера студентов в контексте подготовки специалистов для работы с детьми в юридически значимых ситуациях (Часть 1),2016,146-330-741-076-106,10.17759/psylaw.2016060106,2
V N Oslon; G.V. Semya; U V Kolesnikova; O.A. Yarovikova,Subjective Well-Being of Graduates of Orphan Organizations Living in Various Settings,2021,147-165-508-653-675,10.17759/pse.2021260617,5
Ekaterina Valueva; Nadezhda M. Lapteva,"""AHA!"" AND ""OH YES!"": HOW EMOTIONS AFFECT INSIGHT EXPERIENCE",2023,147-703-593-062-823,10.17323/1813-8918-2023-3-428-444,0
S.Y. Smirnova; E.E. Klopotova,Children's interaction with digital devices: an overview of research and recommendations,2024,147-925-754-198-726,10.17759/jmfp.2023120408,1
Е М Леонтьева,Особенности мышления больных шизофренией об абстрактных понятиях — ценностных категориях,2017,148-752-000-665-133,10.17759/exppsy.2017100404,1
K. E. Sayfulina; Galina Kozunova; V.A. Medvedev; A M Rytikova; Boris V. Chernyshev,Decision making under uncertainty: exploration and exploitation,2020,148-874-464-955-134,10.17759/jmfp.2020090208,5
T N Grechenko; A N Kharitonov; A V Zhegallo; E L Sumina; D L Sumin,Synchronization of Electrical Oscillations in the Organization of Social Life of Microorganisms,2020,149-004-133-772-437,10.17759/exppsy.2020130310,0
S.V. Leonov; I.S. Polikanova;E.I. Rasskazova,Approbation of the Questionnaire of Imaginary Representations of Professional Activity of Athletes,2023,149-324-685-250-744,10.17759/exppsy.2022150413,0
А.Н. Веракса; О.В. Алмазова; Д.А. Бухаленкова; М.Н. Гаврилова,Возможности использования игровых ролей для тренировки регуляторных функций у дошкольников,2020,149-987-749-919-302,10.17759/chp.2020160111,8
Irina A. Novikova; Новикова Ирина Александровна; Elena Yu Chebotareva; Чеботарева Елена Юрьевна; Alexey Novikov; Новиков Алексей Львович,Book Review: Visions and Resources for International Psychology: 75 Years of the International Council of Psychologists,2018,150-660-340-887-748,10.22363/2313-1683-2018-15-4-512-523,0
O E Khukhlaev; V.V. Gritsenko; S.B. Dagbaeva; V.V. Konstantinov; T.V. Kornienko; E.V. Kulesh; T.T. Tudupova,Intercultural Competence and Effectiveness of Intercultural Communication,2022,150-856-000-147-094,10.17759/exppsy.2022150106,3
О В Корчагина; Д С Ошевский,Динамика развития моральных суждений у кадетов,2017,151-073-345-164-901,10.17759/psylaw.2017070310,0
O A Korolkova; E A Lobodinskaya,Perception of Natural and Artificial Dynamic Facial Expressions During Stroboscopic Presentation,2021,151-286-182-347-402,10.17759/exppsy.2021140401,0
Ю М Забродин; В Э Пахальян,Психологическое просвещение в контексте содержания ФГОС и стандартов профессиональной деятельности,2017,151-305-203-068-236,10.17759/psyedu.2017090114,6
M. Odintsova; E.S. Gusarova; B.B. Aismontas,Family resilience in stressful situations of disability in foreign studies,2020,151-528-652-511-633,10.17759/jmfp.2020090103,4
T V Kochetova,Traffic Psychology as a field of applied psychological research: opportunities and perspectives in Russia,2018,151-667-841-880-710,10.17759/sps.2018090402,3
T V Kochetova,Preface by the editor of the special issue,2018,151-963-330-172-444,10.17759/sps.2018090401,0
М.А. Окатова,Апробация русскоязычной версии опросника когнитивной и аффективной эмпатии,2020,152-225-746-181-354,10.17323/1813-8918-2021-4-685-699,3
О В Фёдорова; И Ю Жердев,Follow the hands of the interlocutor! (on strategies for the distribution of visual attention),2019,152-251-237-382-026,10.17759/exppsy.2019120108,0
Е В Самсонова; В В Мельникова,Готовность педагогов общеобразовательной организации к работе с детьми с ограниченными возможностями здоровья и детьми с инвалидностью как основной фактор успешности инклюзивного процесса,2016,152-321-375-824-970,10.17759/cpse.2016050207,5
T A Meshkova; E L Gavrilova,The Features of Attitude to the Body of Persons with Consequences of Cerebral Palsy and Spinal Cord Injury,2021,152-592-945-398-171,10.17759/cpse.2021100109,2
Y.E. Kurtanova; E.A. Meshcheryakova; A.B. Kharitonov; A.A. Brilliantova,Possible Interventions to the Emotional and Personality Domains of Children and Adolescents with Osteogenesis Imperfecta in the Course of a Social and Psychological Rehabilitation Program,2022,152-614-779-631-285,10.17759/cpse.2022110103,0
O T Mel’nikova; A S Mezentseva,Визуальные методы в социально-психологическом исследовании,2018,152-954-978-455-465,10.17759/sps.2018090305,3
O B Krushelnitskaya; T Y Marinova;A V Pogodina; M N Raskhodchikova;N.N. Tolstykh,Regulatory behavior in the COVID-19 pandemic: How to get students to comply with it?,2021,153-039-476-932-169,10.17759/sps.2021120113,5
O A Karabanova,The Role of Family and School in Securing Psychological Well-Being of Primary School Children,2019,153-070-644-107-690,10.17759/pse.2019240502,16
N. Burlakova; V.I. Oleshkevich,Russian Cultural-Historical Clinical Psychology and Its Methodological and Applied Inventions Aimed at Analysis of Individual Case,2021,153-181-066-401-944,10.17759/cpp.2021290409,1
Diana Pshenichnyuk,Developing General Cultural Competences: A Case Study of Students Taking a Course in Pedagogy and Psychology,2021,153-412-257-911-424,10.22363/2313-1683-2021-18-4-731-750,0
N Ezhova Ojesya; F I Ushkov,Responsibility as a Professionally Significant Trait of an Officer of the Penal Correction System of the Russian Federation,2021,153-435-022-377-02X,10.17759/psylaw.2021110206,2
V V Rubtsov; Michael Cole; J V Wertsch; A.G. Asmolov; V T Kudryavcev; N N Nechaev; Vladislav A. Lektorsky; T V Akhutina; Glozman Zh.M.; M.V. Falikman; B D Elkonin;A A Margolis;V A Guruzhapov,Human Development and the Creative Potential of Culture (Roundtable of the methodological seminar supervised by V.V. Rubtsov and B.D. Elkonin),2018,153-698-796-666-356,10.17759/chp.2018140406,3
Н В Лаврешкин,Групповой тренинг как метод развития профессионально важных качеств юридического психолога,2017,154-074-383-417-838,10.17759/psylaw.2017070120,3
Н.Е. Веракса;А.Н. Веракса; М.Н. Гаврилова; Д.А. Бухаленкова; С. Тарасова,Тест на понимание эмоций: адаптация русскоязычной версии на российской выборке детей дошкольного возраста,2021,154-382-178-374-036,10.17323/1813-8918-2021-1-56-70,7
М Р Душкина;Р В Чиркина,Интерактивные методы коммуникации и обучения студентов работе с подростками и молодежью с девиантным поведением,2019,154-669-835-372-005,10.17759/psylaw.2019090306,1
V V Rubtsov; I.M. Ulanovskaya,The Influence of Ways of Organizing Learning Interactions on the Development of Communicative and Reflexive Abilities of Children 6—10 Years Old,2022,154-870-614-795-404,10.17759/pse.2022270101,8
Dinara Ralifovna Zagadskaia,Psikhologiia patriotizma,2023,156-469-222-434-820,10.31483/r-106009,0
E E Boykina,"Social Ostracism Paradigms O'Cam, O'Train, Cyberball: the Experience of Pilot Research (Russian Federation)",2021,156-689-726-780-57X,10.17759/sps.2021120411,1
V A Guruzhapov,The Problem of Plot Construction in Primary Schoolchildren’s Drawings (A Commentary to the Paper by Yu.A. Poluyanov),2018,156-902-172-924-34X,10.17759/chp.2018140312,1
